"RECALL_NUMBER_NUM","YEAR","MANUFACTURER_RECALL_NO_TXT","CATEGORY_ETXT","CATEGORY_FTXT","MAKE_NAME_NM","MODEL_NAME_NM","UNIT_AFFECTED_NBR","SYSTEM_TYPE_ETXT","SYSTEM_TYPE_FTXT","NOTIFICATION_TYPE_ETXT","NOTIFICATION_TYPE_FTXT","COMMENT_ETXT","COMMENT_FTXT","RECALL_DATE_DTE","LAST_UPDATE_DATE","MANUFACTURER_NAME_NM"
"2022248",2018,"CR5267 / CR5268 / CR5269","Bus","Autobus","NOVA BUS","LFS",406.00,"Lights And Instruments","Feux et instruments","Compliance Mfr","Conformité - fabricant","Issue: 
On certain buses, a message board on the rear of the bus displays momentary text when the stop lamps or turn signals are used. These momentary text messages could cause confusion for other road users. 

Safety Risk: 
Text messages about the stop lamps and turn signals that are displayed on the rear of the bus could cause confusion for others and increase the risk of a crash. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for removing the rear message board.","Problème : 
Sur certains autobus, un panneau d'affichage à l'arrière du véhicule affiche un message momentané lorsque les feux de freinage ou les clignotants sont utilisés. Ces messages momentanés pourraient être source de confusion pour les autres usagers de la route. 

Risques pour la sécurité : 
Les messages concernant les feux de freinage et les clignotants affichés à l'arrière de l'autobus pourraient être source de confusion pour les autres usagers de la route et augmenter le risque d'accident. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir des instructions pour retirer le panneau d'affichage arrière.","2022-05-11","2023-01-04","NOVA BUS"
"2022248",2019,"CR5267 / CR5268 / CR5269","Bus","Autobus","NOVA BUS","LFS",406.00,"Lights And Instruments","Feux et instruments","Compliance Mfr","Conformité - fabricant","Issue: 
On certain buses, a message board on the rear of the bus displays momentary text when the stop lamps or turn signals are used. These momentary text messages could cause confusion for other road users. 

Safety Risk: 
Text messages about the stop lamps and turn signals that are displayed on the rear of the bus could cause confusion for others and increase the risk of a crash. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for removing the rear message board.","Problème : 
Sur certains autobus, un panneau d'affichage à l'arrière du véhicule affiche un message momentané lorsque les feux de freinage ou les clignotants sont utilisés. Ces messages momentanés pourraient être source de confusion pour les autres usagers de la route. 

Risques pour la sécurité : 
Les messages concernant les feux de freinage et les clignotants affichés à l'arrière de l'autobus pourraient être source de confusion pour les autres usagers de la route et augmenter le risque d'accident. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir des instructions pour retirer le panneau d'affichage arrière.","2022-05-11","2023-01-04","NOVA BUS"
"2022248",2020,"CR5267 / CR5268 / CR5269","Bus","Autobus","NOVA BUS","LFS",406.00,"Lights And Instruments","Feux et instruments","Compliance Mfr","Conformité - fabricant","Issue: 
On certain buses, a message board on the rear of the bus displays momentary text when the stop lamps or turn signals are used. These momentary text messages could cause confusion for other road users. 

Safety Risk: 
Text messages about the stop lamps and turn signals that are displayed on the rear of the bus could cause confusion for others and increase the risk of a crash. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for removing the rear message board.","Problème : 
Sur certains autobus, un panneau d'affichage à l'arrière du véhicule affiche un message momentané lorsque les feux de freinage ou les clignotants sont utilisés. Ces messages momentanés pourraient être source de confusion pour les autres usagers de la route. 

Risques pour la sécurité : 
Les messages concernant les feux de freinage et les clignotants affichés à l'arrière de l'autobus pourraient être source de confusion pour les autres usagers de la route et augmenter le risque d'accident. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir des instructions pour retirer le panneau d'affichage arrière.","2022-05-11","2023-01-04","NOVA BUS"
"2022248",2021,"CR5267 / CR5268 / CR5269","Bus","Autobus","NOVA BUS","LFS",406.00,"Lights And Instruments","Feux et instruments","Compliance Mfr","Conformité - fabricant","Issue: 
On certain buses, a message board on the rear of the bus displays momentary text when the stop lamps or turn signals are used. These momentary text messages could cause confusion for other road users. 

Safety Risk: 
Text messages about the stop lamps and turn signals that are displayed on the rear of the bus could cause confusion for others and increase the risk of a crash. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for removing the rear message board.","Problème : 
Sur certains autobus, un panneau d'affichage à l'arrière du véhicule affiche un message momentané lorsque les feux de freinage ou les clignotants sont utilisés. Ces messages momentanés pourraient être source de confusion pour les autres usagers de la route. 

Risques pour la sécurité : 
Les messages concernant les feux de freinage et les clignotants affichés à l'arrière de l'autobus pourraient être source de confusion pour les autres usagers de la route et augmenter le risque d'accident. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir des instructions pour retirer le panneau d'affichage arrière.","2022-05-11","2023-01-04","NOVA BUS"
"2022259",2021,"R0218 (21D074)","Car","Voiture","HYUNDAI","ELANTRA","42,809.00","Seats And Restraints","Sièges et dispositifs de retenue","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, there may be a problem with the driver and front passenger seat belt pretensioners. As a result, the seat belt pretensioners could explode in a crash. If this happens, small pieces of metal could hit people in the vehicle. 
Note: This recall affects Elantra and Elantra Hybrid models, and replaces recalls R0209 (Transport Canada No. 2022-098) and R0200 (Transport Canada No. 2021-627). Vehicles that were repaired under those recalls also require this repair. 

Safety Risk: 
A seat belt pretensioner that explodes could create a risk of injury. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to bring your vehicle to a dealership to install a protective cap over the driver and front passenger's seat belt pretensioners.","Problème : 
Sur certains véhicules, il peut y avoir un problème avec les prétendeurs des ceintures de sécurité côté conducteur et passager avant. Par conséquent, les prétendeurs de ceinture de sécurité pourraient exploser en cas d'accident. Si cela se produit, de petits morceaux de métal pourraient heurter les occupants du véhicule. 
Remarque : Le présent rappel touche les modèles Elantra et Elantra Hybride, et remplace les rappels R0209 (rappel n° 2022-098 de Transports Canada) et R0200 (rappel n° 2021-627 de Transports Canada). Les véhicules qui ont été réparés dans le cadre de ces rappels nécessitent également cette réparation. 

Risques pour la sécurité : 
Un prétendeur de ceinture de sécurité qui explose pourrait créer un risque de blessure. 

Mesures correctives : 
Hyundai doit aviser les propriétaires par la poste et leur demander d'amener leur véhicule chez un concessionnaire pour installer un capuchon de protection sur les prétendeurs des ceintures de sécurité côté conducteur et passager avant.","2022-05-19","2022-12-05","HYUNDAI"
"2022259",2022,"R0218 (21D074)","Car","Voiture","HYUNDAI","ELANTRA","42,809.00","Seats And Restraints","Sièges et dispositifs de retenue","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, there may be a problem with the driver and front passenger seat belt pretensioners. As a result, the seat belt pretensioners could explode in a crash. If this happens, small pieces of metal could hit people in the vehicle. 
Note: This recall affects Elantra and Elantra Hybrid models, and replaces recalls R0209 (Transport Canada No. 2022-098) and R0200 (Transport Canada No. 2021-627). Vehicles that were repaired under those recalls also require this repair. 

Safety Risk: 
A seat belt pretensioner that explodes could create a risk of injury. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to bring your vehicle to a dealership to install a protective cap over the driver and front passenger's seat belt pretensioners.","Problème : 
Sur certains véhicules, il peut y avoir un problème avec les prétendeurs des ceintures de sécurité côté conducteur et passager avant. Par conséquent, les prétendeurs de ceinture de sécurité pourraient exploser en cas d'accident. Si cela se produit, de petits morceaux de métal pourraient heurter les occupants du véhicule. 
Remarque : Le présent rappel touche les modèles Elantra et Elantra Hybride, et remplace les rappels R0209 (rappel n° 2022-098 de Transports Canada) et R0200 (rappel n° 2021-627 de Transports Canada). Les véhicules qui ont été réparés dans le cadre de ces rappels nécessitent également cette réparation. 

Risques pour la sécurité : 
Un prétendeur de ceinture de sécurité qui explose pourrait créer un risque de blessure. 

Mesures correctives : 
Hyundai doit aviser les propriétaires par la poste et leur demander d'amener leur véhicule chez un concessionnaire pour installer un capuchon de protection sur les prétendeurs des ceintures de sécurité côté conducteur et passager avant.","2022-05-19","2022-12-05","HYUNDAI"
"2022261",2022,"R0219 (21D075)","SUV","Véhicule utilitaire-sport","HYUNDAI","PALISADE",22.00,"Lights And Instruments","Feux et instruments","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, there may be a problem with an internal electrical connection for the LCD screen in the instrument cluster. As a result, the screen may not work, and you may not be able to see certain information about the vehicle, including warnings and malfunction tell-tale graphics. 

Safety Risk: 
Warnings and malfunction tell-tale information that does not display could increase the risk of a crash. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to take your vehicle to a dealership to replace the instrument cluster assembly.","Problème : 
Sur certains véhicules, il pourrait y avoir un problème avec une connexion électrique interne de l'écran à cristaux liquides du groupe d'instruments. Par conséquent, l'écran pourrait ne pas fonctionner et il pourrait être impossible de voir certaines informations concernant le véhicule, y compris des avertissements et des symboles indicateurs de mauvais fonctionnement. 

Risques pour la sécurité : 
Des avertissements et des informations indicatrices de mauvais fonctionnement qui ne s'affichent pas pourraient augmenter le risque d'accident. 

Mesures correctives : 
Hyundai doit aviser les propriétaires par la poste et leur demander d'amener leur véhicule chez un concessionnaire pour faire remplacer le groupe d'instruments.","2022-05-19","2023-01-11","HYUNDAI"
"2022305",2018,"Z48","SUV","Véhicule utilitaire-sport","DODGE","DURANGO","12,713.00","Brakes","Freins","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, there may be a problem inside the hydraulic control unit for the antilock brake system. As a result, it may be possible to start the vehicle and shift the transmission out of the Park position (P) without pressing the brake pedal. If this happens, the vehicle could move suddenly. This problem could also cause the brake lights to turn on or stay on without pressing the brake pedal. 

Safety Risk: 
A vehicle that moves suddenly could increase the risk of a crash. Brake lights that stay on could cause others not to recognize when the vehicle is braking, and could also increase the risk of a crash. 

Corrective Actions: 
FCA Canada will notify owners by mail. The corrective actions for this recall are under development.","Problème : 
Sur certains véhicules, il pourrait y avoir un problème à l'intérieur du bloc de commande hydraulique du système antiblocage des freins (ABS). Par conséquent, il pourrait être possible de démarrer le véhicule et de faire passer le levier sélecteur en position stationnement (P) sans enfoncer la pédale de frein. Si cela se produisait, le véhicule pourrait se déplacer soudainement. Ce problème pourrait également faire en sorte que les feux de freinage s'allument ou demeurent allumés sans que la pédale de frein soit enfoncée. 

Risques pour la sécurité : 
Un mouvement soudain du véhicule pourrait augmenter les risques d'accident. Des feux de freinage qui demeurent allumés pourraient empêcher les autres usagers de la route de remarquer lorsque le conducteur du véhicule freine et pourraient également augmenter les risques d'accident. 

Mesures correctives : 
FCA Canada doit aviser les propriétaires par la poste. Les mesures correctives pour ce rappel sont en cours d'élaboration.","2022-06-09","2023-01-12","FIAT CHRYSLER AUTOMOBILES"
"2022305",2018,"Z48","SUV","Véhicule utilitaire-sport","JEEP","GRAND CHEROKEE","12,713.00","Brakes","Freins","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, there may be a problem inside the hydraulic control unit for the antilock brake system. As a result, it may be possible to start the vehicle and shift the transmission out of the Park position (P) without pressing the brake pedal. If this happens, the vehicle could move suddenly. This problem could also cause the brake lights to turn on or stay on without pressing the brake pedal. 

Safety Risk: 
A vehicle that moves suddenly could increase the risk of a crash. Brake lights that stay on could cause others not to recognize when the vehicle is braking, and could also increase the risk of a crash. 

Corrective Actions: 
FCA Canada will notify owners by mail. The corrective actions for this recall are under development.","Problème : 
Sur certains véhicules, il pourrait y avoir un problème à l'intérieur du bloc de commande hydraulique du système antiblocage des freins (ABS). Par conséquent, il pourrait être possible de démarrer le véhicule et de faire passer le levier sélecteur en position stationnement (P) sans enfoncer la pédale de frein. Si cela se produisait, le véhicule pourrait se déplacer soudainement. Ce problème pourrait également faire en sorte que les feux de freinage s'allument ou demeurent allumés sans que la pédale de frein soit enfoncée. 

Risques pour la sécurité : 
Un mouvement soudain du véhicule pourrait augmenter les risques d'accident. Des feux de freinage qui demeurent allumés pourraient empêcher les autres usagers de la route de remarquer lorsque le conducteur du véhicule freine et pourraient également augmenter les risques d'accident. 

Mesures correctives : 
FCA Canada doit aviser les propriétaires par la poste. Les mesures correctives pour ce rappel sont en cours d'élaboration.","2022-06-09","2023-01-12","FIAT CHRYSLER AUTOMOBILES"
"2022305",2019,"Z48","SUV","Véhicule utilitaire-sport","DODGE","DURANGO","12,713.00","Brakes","Freins","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, there may be a problem inside the hydraulic control unit for the antilock brake system. As a result, it may be possible to start the vehicle and shift the transmission out of the Park position (P) without pressing the brake pedal. If this happens, the vehicle could move suddenly. This problem could also cause the brake lights to turn on or stay on without pressing the brake pedal. 

Safety Risk: 
A vehicle that moves suddenly could increase the risk of a crash. Brake lights that stay on could cause others not to recognize when the vehicle is braking, and could also increase the risk of a crash. 

Corrective Actions: 
FCA Canada will notify owners by mail. The corrective actions for this recall are under development.","Problème : 
Sur certains véhicules, il pourrait y avoir un problème à l'intérieur du bloc de commande hydraulique du système antiblocage des freins (ABS). Par conséquent, il pourrait être possible de démarrer le véhicule et de faire passer le levier sélecteur en position stationnement (P) sans enfoncer la pédale de frein. Si cela se produisait, le véhicule pourrait se déplacer soudainement. Ce problème pourrait également faire en sorte que les feux de freinage s'allument ou demeurent allumés sans que la pédale de frein soit enfoncée. 

Risques pour la sécurité : 
Un mouvement soudain du véhicule pourrait augmenter les risques d'accident. Des feux de freinage qui demeurent allumés pourraient empêcher les autres usagers de la route de remarquer lorsque le conducteur du véhicule freine et pourraient également augmenter les risques d'accident. 

Mesures correctives : 
FCA Canada doit aviser les propriétaires par la poste. Les mesures correctives pour ce rappel sont en cours d'élaboration.","2022-06-09","2023-01-12","FIAT CHRYSLER AUTOMOBILES"
"2022305",2019,"Z48","SUV","Véhicule utilitaire-sport","JEEP","GRAND CHEROKEE","12,713.00","Brakes","Freins","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, there may be a problem inside the hydraulic control unit for the antilock brake system. As a result, it may be possible to start the vehicle and shift the transmission out of the Park position (P) without pressing the brake pedal. If this happens, the vehicle could move suddenly. This problem could also cause the brake lights to turn on or stay on without pressing the brake pedal. 

Safety Risk: 
A vehicle that moves suddenly could increase the risk of a crash. Brake lights that stay on could cause others not to recognize when the vehicle is braking, and could also increase the risk of a crash. 

Corrective Actions: 
FCA Canada will notify owners by mail. The corrective actions for this recall are under development.","Problème : 
Sur certains véhicules, il pourrait y avoir un problème à l'intérieur du bloc de commande hydraulique du système antiblocage des freins (ABS). Par conséquent, il pourrait être possible de démarrer le véhicule et de faire passer le levier sélecteur en position stationnement (P) sans enfoncer la pédale de frein. Si cela se produisait, le véhicule pourrait se déplacer soudainement. Ce problème pourrait également faire en sorte que les feux de freinage s'allument ou demeurent allumés sans que la pédale de frein soit enfoncée. 

Risques pour la sécurité : 
Un mouvement soudain du véhicule pourrait augmenter les risques d'accident. Des feux de freinage qui demeurent allumés pourraient empêcher les autres usagers de la route de remarquer lorsque le conducteur du véhicule freine et pourraient également augmenter les risques d'accident. 

Mesures correctives : 
FCA Canada doit aviser les propriétaires par la poste. Les mesures correctives pour ce rappel sont en cours d'élaboration.","2022-06-09","2023-01-12","FIAT CHRYSLER AUTOMOBILES"
"2022310",2019,"CR5259","Bus","Autobus","NOVA BUS","LFS",464.00,"Electrical","Circuit électrique","Safety Mfr","Sécurité - fabricant","Issue: 
On certain transit buses, the electric fuse holder for the radiator fans in the engine compartment could corrode and overheat. 

Safety Risk: 
An overheated fuse holder could create the risk of a fire. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for cleaning the fuse holder and applying an anti-corrosion coating.","Problème : 
Sur certains autobus urbains, le porte-fusible électrique des ventilateurs de radiateur dans le compartiment moteur pourrait se corroder et surchauffer. 

Risques pour la sécurité : 
Un porte-fusible qui surchauffe pourrait créer un risque d'incendie. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir les instructions pour nettoyer le porte-fusible et appliquer un revêtement anticorrosion.","2022-06-13","2023-01-04","NOVA BUS"
"2022310",2019,"CR5259","Bus","Autobus","NOVA BUS","LFS ARTIC",464.00,"Electrical","Circuit électrique","Safety Mfr","Sécurité - fabricant","Issue: 
On certain transit buses, the electric fuse holder for the radiator fans in the engine compartment could corrode and overheat. 

Safety Risk: 
An overheated fuse holder could create the risk of a fire. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for cleaning the fuse holder and applying an anti-corrosion coating.","Problème : 
Sur certains autobus urbains, le porte-fusible électrique des ventilateurs de radiateur dans le compartiment moteur pourrait se corroder et surchauffer. 

Risques pour la sécurité : 
Un porte-fusible qui surchauffe pourrait créer un risque d'incendie. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir les instructions pour nettoyer le porte-fusible et appliquer un revêtement anticorrosion.","2022-06-13","2023-01-04","NOVA BUS"
"2022310",2020,"CR5259","Bus","Autobus","NOVA BUS","LFS ARTIC",464.00,"Electrical","Circuit électrique","Safety Mfr","Sécurité - fabricant","Issue: 
On certain transit buses, the electric fuse holder for the radiator fans in the engine compartment could corrode and overheat. 

Safety Risk: 
An overheated fuse holder could create the risk of a fire. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for cleaning the fuse holder and applying an anti-corrosion coating.","Problème : 
Sur certains autobus urbains, le porte-fusible électrique des ventilateurs de radiateur dans le compartiment moteur pourrait se corroder et surchauffer. 

Risques pour la sécurité : 
Un porte-fusible qui surchauffe pourrait créer un risque d'incendie. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir les instructions pour nettoyer le porte-fusible et appliquer un revêtement anticorrosion.","2022-06-13","2023-01-04","NOVA BUS"
"2022310",2020,"CR5259","Bus","Autobus","NOVA BUS","LFS",464.00,"Electrical","Circuit électrique","Safety Mfr","Sécurité - fabricant","Issue: 
On certain transit buses, the electric fuse holder for the radiator fans in the engine compartment could corrode and overheat. 

Safety Risk: 
An overheated fuse holder could create the risk of a fire. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for cleaning the fuse holder and applying an anti-corrosion coating.","Problème : 
Sur certains autobus urbains, le porte-fusible électrique des ventilateurs de radiateur dans le compartiment moteur pourrait se corroder et surchauffer. 

Risques pour la sécurité : 
Un porte-fusible qui surchauffe pourrait créer un risque d'incendie. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir les instructions pour nettoyer le porte-fusible et appliquer un revêtement anticorrosion.","2022-06-13","2023-01-04","NOVA BUS"
"2022310",2021,"CR5259","Bus","Autobus","NOVA BUS","LFS ARTIC",464.00,"Electrical","Circuit électrique","Safety Mfr","Sécurité - fabricant","Issue: 
On certain transit buses, the electric fuse holder for the radiator fans in the engine compartment could corrode and overheat. 

Safety Risk: 
An overheated fuse holder could create the risk of a fire. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for cleaning the fuse holder and applying an anti-corrosion coating.","Problème : 
Sur certains autobus urbains, le porte-fusible électrique des ventilateurs de radiateur dans le compartiment moteur pourrait se corroder et surchauffer. 

Risques pour la sécurité : 
Un porte-fusible qui surchauffe pourrait créer un risque d'incendie. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir les instructions pour nettoyer le porte-fusible et appliquer un revêtement anticorrosion.","2022-06-13","2023-01-04","NOVA BUS"
"2022310",2021,"CR5259","Bus","Autobus","NOVA BUS","LFS",464.00,"Electrical","Circuit électrique","Safety Mfr","Sécurité - fabricant","Issue: 
On certain transit buses, the electric fuse holder for the radiator fans in the engine compartment could corrode and overheat. 

Safety Risk: 
An overheated fuse holder could create the risk of a fire. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for cleaning the fuse holder and applying an anti-corrosion coating.","Problème : 
Sur certains autobus urbains, le porte-fusible électrique des ventilateurs de radiateur dans le compartiment moteur pourrait se corroder et surchauffer. 

Risques pour la sécurité : 
Un porte-fusible qui surchauffe pourrait créer un risque d'incendie. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir les instructions pour nettoyer le porte-fusible et appliquer un revêtement anticorrosion.","2022-06-13","2023-01-04","NOVA BUS"
"2022310",2022,"CR5259","Bus","Autobus","NOVA BUS","LFS",464.00,"Electrical","Circuit électrique","Safety Mfr","Sécurité - fabricant","Issue: 
On certain transit buses, the electric fuse holder for the radiator fans in the engine compartment could corrode and overheat. 

Safety Risk: 
An overheated fuse holder could create the risk of a fire. 

Corrective Actions: 
Nova Bus will notify owners in writing and provide them with directions for cleaning the fuse holder and applying an anti-corrosion coating.","Problème : 
Sur certains autobus urbains, le porte-fusible électrique des ventilateurs de radiateur dans le compartiment moteur pourrait se corroder et surchauffer. 

Risques pour la sécurité : 
Un porte-fusible qui surchauffe pourrait créer un risque d'incendie. 

Mesures correctives : 
Nova Bus doit aviser les propriétaires par écrit et leur fournir les instructions pour nettoyer le porte-fusible et appliquer un revêtement anticorrosion.","2022-06-13","2023-01-04","NOVA BUS"
"2022311",2013,"22S43","Car","Voiture","FORD","TRANSIT CONNECT","362,062.00","Powertrain","Groupe motopropulseur","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, the shift cable may detach from the transmission. This could cause the transmission not to shift gears when the shifter is moved. As a result, the transmission could be in a different gear than the gear shifter indicates. If a driver attempts to exit the vehicle while the transmission is not in Park, and the parking brake is not applied, the vehicle could move suddenly. 

Safety Risk: 
Sudden and unexpected movement of the vehicle could increase the risk of a crash. 

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealership to replace the transmission shifter cable bushing and install a protective service cap. Ford advises that you should apply the parking brake each time the vehicle is parked.","Problème : 
Sur certains véhicules, le câble de changement de rapport pourrait se détacher de la boîte de vitesses. Cela pourrait faire en sorte que la boîte ne passe pas les rapports lorsqu'on déplace le levier de vitesses. Par conséquent, le rapport enclenché pourrait être différent de celui indiqué par le levier. Si un conducteur tentait de sortir du véhicule alors que la boîte n'est pas en position de stationnement et que le frein de stationnement n'est pas serré, le véhicule pourrait se déplacer soudainement. 

Risques pour la sécurité : 
Un déplacement soudain et inattendu du véhicule pourrait augmenter les risques d'accident. 

Mesures correctives : 
Ford doit aviser les propriétaires par la poste et leur demander d'amener leur véhicule chez un concessionnaire pour faire remplacer la bague du câble de changement de rapport de la boîte de vitesses et faire poser un capuchon de protection. Ford conseille de serrer le frein de stationnement chaque fois que le véhicule est garé.","2022-06-13","2023-01-05","FORD"
"2022311",2013,"22S43","SUV","Véhicule utilitaire-sport","FORD","FUSION","362,062.00","Powertrain","Groupe motopropulseur","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, the shift cable may detach from the transmission. This could cause the transmission not to shift gears when the shifter is moved. As a result, the transmission could be in a different gear than the gear shifter indicates. If a driver attempts to exit the vehicle while the transmission is not in Park, and the parking brake is not applied, the vehicle could move suddenly. 

Safety Risk: 
Sudden and unexpected movement of the vehicle could increase the risk of a crash. 

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealership to replace the transmission shifter cable bushing and install a protective service cap. Ford advises that you should apply the parking brake each time the vehicle is parked.","Problème : 
Sur certains véhicules, le câble de changement de rapport pourrait se détacher de la boîte de vitesses. Cela pourrait faire en sorte que la boîte ne passe pas les rapports lorsqu'on déplace le levier de vitesses. Par conséquent, le rapport enclenché pourrait être différent de celui indiqué par le levier. Si un conducteur tentait de sortir du véhicule alors que la boîte n'est pas en position de stationnement et que le frein de stationnement n'est pas serré, le véhicule pourrait se déplacer soudainement. 

Risques pour la sécurité : 
Un déplacement soudain et inattendu du véhicule pourrait augmenter les risques d'accident. 

Mesures correctives : 
Ford doit aviser les propriétaires par la poste et leur demander d'amener leur véhicule chez un concessionnaire pour faire remplacer la bague du câble de changement de rapport de la boîte de vitesses et faire poser un capuchon de protection. Ford conseille de serrer le frein de stationnement chaque fois que le véhicule est garé.","2022-06-13","2023-01-05","FORD"
"2022311",2013,"22S43","SUV","Véhicule utilitaire-sport","FORD","ESCAPE","362,062.00","Powertrain","Groupe motopropulseur","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, the shift cable may detach from the transmission. This could cause the transmission not to shift gears when the shifter is moved. As a result, the transmission could be in a different gear than the gear shifter indicates. If a driver attempts to exit the vehicle while the transmission is not in Park, and the parking brake is not applied, the vehicle could move suddenly. 

Safety Risk: 
Sudden and unexpected movement of the vehicle could increase the risk of a crash. 

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealership to replace the transmission shifter cable bushing and install a protective service cap. Ford advises that you should apply the parking brake each time the vehicle is parked.","Problème : 
Sur certains véhicules, le câble de changement de rapport pourrait se détacher de la boîte de vitesses. Cela pourrait faire en sorte que la boîte ne passe pas les rapports lorsqu'on déplace le levier de vitesses. Par conséquent, le rapport enclenché pourrait être différent de celui indiqué par le levier. Si un conducteur tentait de sortir du véhicule alors que la boîte n'est pas en position de stationnement et que le frein de stationnement n'est pas serré, le véhicule pourrait se déplacer soudainement. 

Risques pour la sécurité : 
Un déplacement soudain et inattendu du véhicule pourrait augmenter les risques d'accident. 

Mesures correctives : 
Ford doit aviser les propriétaires par la poste et leur demander d'amener leur véhicule chez un concessionnaire pour faire remplacer la bague du câble de changement de rapport de la boîte de vitesses et faire poser un capuchon de protection. Ford conseille de serrer le frein de stationnement chaque fois que le véhicule est garé.","2022-06-13","2023-01-05","FORD"
"2022311",2013,"22S43","Car","Voiture","FORD","FUSION","362,062.00","Powertrain","Groupe motopropulseur","Safety Mfr","Sécurité - fabricant","Issue: 
On certain vehicles, the shift cable may detach from the transmission. This could cause the transmission not to shift gears when the shifter is moved. As a result, the transmission could be in a different gear than the gear shifter indicates. If a driver attempts to exit the vehicle while the transmission is not in Park, and the parking brake is not applied, the vehicle could move suddenly. 

Safety Risk: 
Sudden and unexpected movement of the vehicle could increase the risk of a crash. 

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealership to replace the transmission shifter cable bushing and install a protective service cap. Ford advises that you should apply the parking brake each time the vehicle is parked.","Problème : 
Sur certains véhicules, le câble de changement de rapport pourrait se détacher de la boîte de vitesses. Cela pourrait faire en sorte que la boîte ne passe pas les rapports lorsqu'on déplace le levier de vitesses. Par conséquent, le rapport enclenché pourrait être différent de celui indiqué par le levier. Si un conducteur tentait de sortir du véhicule alors que la boîte n'est pas en position de stationnement et que le frein de stationnement n'est pas serré, le véhicule pourrait se déplacer soudainement. 

Risques pour la sécurité : 
Un déplacement soudain et inattendu du véhicule pourrait augmenter les risques d'accident. 

Mesures correctives : 
Ford doit aviser les propriétaires par la poste et leur demander d'amener leur véhicule chez un concessionnaire pour faire remplacer la bague du câble de changement de rapport de la boîte de vitesses et faire poser un capuchon de protection. Ford conseille de serrer le frein de stationnement chaque fois que le véhicule est garé.","2022-06-13","2023-01-05","FORD"
